gene,gene_name,gene_type,chr,start,end,strand,length
ENSG00000014138.4,POLA2,protein_coding,chr11,65029233,65073060,+,5726
ENSG00000014164.6,ZC3H3,protein_coding,chr8,144519825,144623623,-,3731
ENSG00000014216.11,CAPN1,protein_coding,chr11,64948037,64979477,+,7553
ENSG00000014257.11,ACPP,protein_coding,chr3,132036211,132087142,+,4193
ENSG00000014641.13,MDH1,protein_coding,chr2,63815743,63834331,+,4993
ENSG00000014824.9,SLC30A9,protein_coding,chr4,41992489,42092474,+,7225
ENSG00000014914.15,MTMR11,protein_coding,chr1,149900543,149908791,-,4591
ENSG00000014919.8,COX15,protein_coding,chr10,101471601,101491857,-,4177
ENSG00000015133.14,CCDC88C,protein_coding,chr14,91737667,91884188,-,12426
ENSG00000015153.10,YAF2,protein_coding,chr12,42550906,42632151,-,10840
ENSG00000015171.14,ZMYND11,protein_coding,chr10,180405,300577,+,5300
ENSG00000015285.6,WAS,protein_coding,chrX,48534985,48549818,+,2381
ENSG00000015413.5,DPEP1,protein_coding,chr16,89679716,89704839,+,2712
ENSG00000015475.14,BID,protein_coding,chr22,18216906,18257536,-,4418
ENSG00000015479.13,MATR3,protein_coding,chr5,138609441,138667360,+,14669
ENSG00000015520.10,NPC1L1,protein_coding,chr7,44552134,44580914,-,5252
ENSG00000015532.5,XYLT2,protein_coding,chr17,48423453,48440499,+,5472
ENSG00000015568.8,RGPD5,protein_coding,chr2,110550335,110615272,+,14175
ENSG00000015592.12,STMN4,protein_coding,chr8,27092840,27115937,-,3294
ENSG00000015676.13,NUDCD3,protein_coding,chr7,44418720,44530479,-,10113
ENSG00000016082.10,ISL1,protein_coding,chr5,50678921,50690564,+,3216
ENSG00000016391.6,CHDH,protein_coding,chr3,53846362,53880417,-,7758
ENSG00000016402.8,IL20RA,protein_coding,chr6,137321108,137366298,-,4673
ENSG00000016490.11,CLCA1,protein_coding,chr1,86934051,86965972,+,3340
ENSG00000016602.8,CLCA4,protein_coding,chr1,87012761,87046437,+,3649
ENSG00000016864.12,GLT8D1,protein_coding,chr3,52728505,52740048,-,3783
ENSG00000017260.15,ATP2C1,protein_coding,chr3,130569439,130735556,+,8533
ENSG00000017373.11,SRCIN1,protein_coding,chr17,36686251,36762183,-,11025
ENSG00000017427.11,IGF1,protein_coding,chr12,102789645,102874423,-,8087
ENSG00000017483.10,SLC38A5,protein_coding,chrX,48316920,48328644,-,4016
ENSG00000017621.11,MAGIX,protein_coding,chrX,49019061,49024822,+,4948
ENSG00000017797.7,RALBP1,protein_coding,chr18,9475007,9538114,+,4979
ENSG00000018189.8,RUFY3,protein_coding,chr4,71569921,71673032,+,8070
ENSG00000018236.10,CNTN1,protein_coding,chr12,41086244,41466220,+,7492
ENSG00000018280.12,SLC11A1,protein_coding,chr2,219246752,219261617,+,8676
ENSG00000018408.10,WWTR1,protein_coding,chr3,149235022,149454501,-,8413
ENSG00000018510.8,AGPS,protein_coding,chr2,178257372,178408564,+,8197
ENSG00000018607.5,ZNF806,pseudogene,chr2,133066882,133076309,+,1774
ENSG00000018610.9,CXorf56,protein_coding,chrX,118672112,118699397,-,2606
ENSG00000018625.10,ATP1A2,protein_coding,chr1,160085549,160113381,+,6298
ENSG00000018699.7,TTC27,protein_coding,chr2,32853099,33046118,+,3185
ENSG00000018869.12,ZNF582,protein_coding,chr19,56887413,56904914,-,3152
ENSG00000019102.7,VSIG2,protein_coding,chr11,124617368,124622134,-,1432
ENSG00000019144.12,PHLDB1,protein_coding,chr11,118477155,118528741,+,21988
ENSG00000019169.9,MARCO,protein_coding,chr2,119699742,119752236,+,2079
ENSG00000019186.5,CYP24A1,protein_coding,chr20,52769988,52790512,-,3972
ENSG00000019485.8,PRDM11,protein_coding,chr11,45115564,45247734,+,5527
ENSG00000019505.3,SYT13,protein_coding,chr11,45261852,45307870,-,5424
ENSG00000019549.4,SNAI2,protein_coding,chr8,49830249,49834299,-,2282
ENSG00000019582.10,CD74,protein_coding,chr5,149781200,149792492,-,3184
ENSG00000019991.11,HGF,protein_coding,chr7,81328322,81399754,-,8897
ENSG00000019995.6,ZRANB1,protein_coding,chr10,126630692,126676758,+,5993
ENSG00000020129.11,NCDN,protein_coding,chr1,36023074,36032875,+,4917
ENSG00000020181.13,GPR124,protein_coding,chr8,37641709,37702414,+,7061
ENSG00000020219.8,CCT8L1P,pseudogene,chr7,152142562,152144235,+,1674
ENSG00000020256.15,ZFP64,protein_coding,chr20,50668202,50820847,-,6997
ENSG00000020426.6,MNAT1,protein_coding,chr14,61201460,61436671,+,3865
ENSG00000020577.9,SAMD4A,protein_coding,chr14,55033815,55260033,+,12170
ENSG00000020633.14,RUNX3,protein_coding,chr1,25226002,25291612,-,4605
ENSG00000020922.8,MRE11A,protein_coding,chr11,94152895,94227074,-,3538
ENSG00000021300.9,PLEKHB1,protein_coding,chr11,73357223,73373864,+,4933
ENSG00000021355.8,SERPINB1,protein_coding,chr6,2832566,2842240,-,3226
ENSG00000021461.12,CYP3A43,protein_coding,chr7,99425636,99463718,+,2630
ENSG00000021488.8,SLC7A9,protein_coding,chr19,33321415,33360672,-,2597
ENSG00000021574.7,SPAST,protein_coding,chr2,32288680,32382706,+,5213
ENSG00000021645.13,NRXN3,protein_coding,chr14,78708734,80330762,+,11335
ENSG00000021762.15,OSBPL5,protein_coding,chr11,3108346,3187969,-,7466
ENSG00000021776.6,AQR,protein_coding,chr15,35147732,35262040,-,9779
ENSG00000021826.10,CPS1,protein_coding,chr2,211342406,211543831,+,10444
ENSG00000021852.8,C8B,protein_coding,chr1,57394883,57431813,-,2729
ENSG00000022267.12,FHL1,protein_coding,chrX,135229559,135293518,+,4945
ENSG00000022277.8,RTFDC1,protein_coding,chr20,55043647,55093943,+,3501
ENSG00000022355.10,GABRA1,protein_coding,chr5,161274197,161326975,+,5494
ENSG00000022556.11,NLRP2,protein_coding,chr19,55464498,55512510,+,6313
ENSG00000022567.5,SLC45A4,protein_coding,chr8,142217265,142318404,-,8608
ENSG00000022840.11,RNF10,protein_coding,chr12,120971283,121015397,+,5911
ENSG00000022976.11,ZNF839,protein_coding,chr14,102783714,102809044,+,5595
ENSG00000023041.7,ZDHHC6,protein_coding,chr10,114190058,114206672,-,2404
ENSG00000023171.10,GRAMD1B,protein_coding,chr11,123396344,123498482,+,9770
ENSG00000023191.12,RNH1,protein_coding,chr11,494512,507300,-,7367
ENSG00000023228.9,NDUFS1,protein_coding,chr2,206979541,207024327,-,12268
ENSG00000023287.8,RB1CC1,protein_coding,chr8,53535016,53658403,-,7615
ENSG00000023318.7,ERP44,protein_coding,chr9,102741461,102861322,-,4854
ENSG00000023330.10,ALAS1,protein_coding,chr3,52232102,52248343,+,2536
ENSG00000023445.9,BIRC3,protein_coding,chr11,102188215,102210134,+,7484
ENSG00000023516.7,AKAP11,protein_coding,chr13,42846289,42897396,+,9913
ENSG00000023572.4,GLRX2,protein_coding,chr1,193065598,193075244,-,1299
ENSG00000023608.4,SNAPC1,protein_coding,chr14,62229075,62263146,+,2656
ENSG00000023697.8,DERA,protein_coding,chr12,16064106,16190220,+,2848
ENSG00000023734.6,STRAP,protein_coding,chr12,16035325,16056412,+,2211
ENSG00000023839.6,ABCC2,protein_coding,chr10,101542489,101611949,+,6232
ENSG00000023892.9,DEF6,protein_coding,chr6,35265595,35289548,+,2675
ENSG00000023902.9,PLEKHO1,protein_coding,chr1,150121373,150136916,+,6629
ENSG00000023909.5,GCLM,protein_coding,chr1,94350761,94374966,-,5374
ENSG00000024048.6,UBR2,protein_coding,chr6,42531800,42661242,+,8997
ENSG00000024422.7,EHD2,protein_coding,chr19,48216600,48246391,+,3923
ENSG00000024526.12,DEPDC1,protein_coding,chr1,68939835,68962904,-,5904
ENSG00000024862.12,CCDC28A,protein_coding,chr6,139094657,139114456,+,1496
ENSG00000025039.10,RRAGD,protein_coding,chr6,90074355,90121989,-,5072
ENSG00000025156.8,HSF2,protein_coding,chr6,122720691,122754264,+,2702
ENSG00000025293.11,PHF20,protein_coding,chr20,34359896,34538303,+,7812
ENSG00000025423.7,HSD17B6,protein_coding,chr12,57145945,57181574,+,2272
ENSG00000025434.14,NR1H3,protein_coding,chr11,47269851,47290396,+,4346
ENSG00000025708.8,TYMP,protein_coding,chr22,50964181,50968485,-,3320
ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946645,50961901,+,3159
ENSG00000025772.7,TOMM34,protein_coding,chr20,43570771,43589127,-,2062
ENSG00000025796.9,SEC63,protein_coding,chr6,108188960,108279393,-,8587
ENSG00000025800.9,KPNA6,protein_coding,chr1,32573639,32642169,+,7687
ENSG00000026025.9,VIM,protein_coding,chr10,17270258,17279592,+,4965
ENSG00000026036.16,RTEL1-TNFRSF6B,protein_coding,chr20,62290653,62330037,+,8738
ENSG00000026103.15,FAS,protein_coding,chr10,90750414,90775542,+,3562
ENSG00000026297.11,RNASET2,protein_coding,chr6,167342992,167370679,-,7478
ENSG00000026508.12,CD44,protein_coding,chr11,35160417,35253949,+,10060
ENSG00000026559.9,KCNG1,protein_coding,chr20,49620193,49639666,-,6320
ENSG00000026652.9,AGPAT4,protein_coding,chr6,161551011,161695093,-,9419
ENSG00000026751.12,SLAMF7,protein_coding,chr1,160709037,160724611,+,4604
ENSG00000026950.12,BTN3A1,protein_coding,chr6,26402465,26415444,+,5547
ENSG00000027001.7,MIPEP,protein_coding,chr13,24304328,24463558,-,3407
ENSG00000027075.9,PRKCH,protein_coding,chr14,61654277,62017694,+,8809
ENSG00000027644.4,INSRR,protein_coding,chr1,156809855,156828810,-,5101
ENSG00000027697.8,IFNGR1,protein_coding,chr6,137518621,137540586,-,2680
ENSG00000027847.9,B4GALT7,protein_coding,chr5,177027101,177037348,+,4927
ENSG00000027869.7,SH2D2A,protein_coding,chr1,156776035,156786654,-,2512
ENSG00000028116.12,VRK2,protein_coding,chr2,58134786,58387055,+,3557
ENSG00000028137.12,TNFRSF1B,protein_coding,chr1,12227060,12269285,+,3766
ENSG00000028203.13,VEZT,protein_coding,chr12,95611522,95696566,+,8757
ENSG00000028277.16,POU2F2,protein_coding,chr19,42590263,42700737,-,8899
ENSG00000028310.13,BRD9,protein_coding,chr5,850406,892939,-,9577
ENSG00000028528.10,SNX1,protein_coding,chr15,64386322,64438289,+,9796
ENSG00000028839.5,TBPL1,protein_coding,chr6,134273308,134311570,+,5039
ENSG00000029153.10,ARNTL2,protein_coding,chr12,27485787,27576241,+,5002
ENSG00000029363.11,BCLAF1,protein_coding,chr6,136578001,136610989,-,9297
ENSG00000029364.7,SLC39A9,protein_coding,chr14,69864732,69929105,+,7136
ENSG00000029534.15,ANK1,protein_coding,chr8,41510739,41754280,-,10799
ENSG00000029559.5,IBSP,protein_coding,chr4,88720733,88733074,+,1033
ENSG00000029639.6,TFB1M,protein_coding,chr6,155578643,155635627,-,2736
ENSG00000029725.12,RABEP1,protein_coding,chr17,5185558,5289129,+,6555
ENSG00000029993.10,HMGB3,protein_coding,chrX,150148982,150159248,+,3967
ENSG00000030066.9,NUP160,protein_coding,chr11,47799639,47870107,-,8471
ENSG00000030110.8,BAK1,protein_coding,chr6,33540329,33548019,-,2267
ENSG00000030304.8,MUSK,protein_coding,chr9,113431051,113563859,+,4159
ENSG00000030419.12,IKZF2,protein_coding,chr2,213864429,214017151,-,12220
ENSG00000030582.12,GRN,protein_coding,chr17,42422614,42430470,+,3520
ENSG00000031003.6,FAM13B,protein_coding,chr5,137273649,137387650,-,6808
ENSG00000031081.6,ARHGAP31,protein_coding,chr3,119013220,119139561,+,9384
ENSG00000031544.10,NR2E3,processed_transcript,chr15,72084977,72110600,+,3595
ENSG00000031691.6,CENPQ,protein_coding,chr6,49431091,49460820,+,1733
ENSG00000031698.8,SARS,protein_coding,chr1,109756540,109780791,+,3836
ENSG00000031823.10,RANBP3,protein_coding,chr19,5916150,5978153,-,7445
ENSG00000032219.14,ARID4A,protein_coding,chr14,58765103,58840605,+,7568
ENSG00000032389.8,TSSC1,protein_coding,chr2,3192696,3381653,-,5775
ENSG00000032444.11,PNPLA6,protein_coding,chr19,7598890,7626650,+,7055
ENSG00000032742.13,IFT88,protein_coding,chr13,21140585,21265503,+,5480
ENSG00000033011.7,ALG1,protein_coding,chr16,5083703,5137380,+,5786
ENSG00000033030.9,ZCCHC8,protein_coding,chr12,122957417,122985518,-,7752
ENSG00000033050.3,ABCF2,protein_coding,chr7,150904923,150924316,-,4448
ENSG00000033100.10,CHPF2,protein_coding,chr7,150929575,150935908,+,4200
ENSG00000033122.14,LRRC7,protein_coding,chr1,70034081,70617628,+,14652
ENSG00000033170.12,FUT8,protein_coding,chr14,65877310,66210839,+,6889
ENSG00000033178.8,UBA6,protein_coding,chr4,68478370,68566897,-,11432
ENSG00000033327.8,GAB2,protein_coding,chr11,77926343,78129394,-,6771
ENSG00000033627.10,ATP6V0A1,protein_coding,chr17,40610862,40674629,+,10968
ENSG00000033800.9,PIAS1,protein_coding,chr15,68346517,68483096,+,4524
ENSG00000033867.12,SLC4A7,protein_coding,chr3,27414214,27525911,-,9564
ENSG00000034053.10,APBA2,protein_coding,chr15,29129629,29410518,+,6869
ENSG00000034063.9,UHRF1,processed_transcript,chr19,4903092,4962165,+,5144
ENSG00000034152.14,MAP2K3,protein_coding,chr17,21187984,21218552,+,3783
ENSG00000034239.6,EFCAB1,protein_coding,chr8,49623348,49647870,-,5805
ENSG00000034510.4,TMSB10,protein_coding,chr2,85132749,85133795,+,492
ENSG00000034533.7,ASTE1,protein_coding,chr3,130732719,130746493,-,3427
ENSG00000034677.7,RNF19A,protein_coding,chr8,101269288,101348446,-,6031
ENSG00000034693.10,PEX3,protein_coding,chr6,143771944,143811147,+,2222
ENSG00000034713.3,GABARAPL2,protein_coding,chr16,75600249,75611779,+,3034
ENSG00000034971.10,MYOC,protein_coding,chr1,171604557,171621823,-,2095
ENSG00000035115.17,SH3YL1,protein_coding,chr2,217730,266398,-,11165
ENSG00000035141.3,FAM136A,protein_coding,chr2,70523107,70529222,-,3086
ENSG00000035403.12,VCL,protein_coding,chr10,75757872,75879918,+,5818
ENSG00000035499.8,DEPDC1B,protein_coding,chr5,59892739,59996017,-,3806
ENSG00000035664.7,DAPK2,protein_coding,chr15,64199235,64364232,-,7041
ENSG00000035681.3,NSMAF,protein_coding,chr8,59496063,59572403,-,6165
ENSG00000035687.9,ADSS,protein_coding,chr1,244571796,244615436,-,3666
ENSG00000035720.3,STAP1,protein_coding,chr4,68424446,68473055,+,1655
ENSG00000035862.8,TIMP2,protein_coding,chr17,76849059,76921469,-,5633
ENSG00000035928.10,RFC1,protein_coding,chr4,39289076,39367995,-,6713
ENSG00000036054.8,TBC1D23,protein_coding,chr3,99979844,100044095,+,5168
ENSG00000036257.8,CUL3,protein_coding,chr2,225334867,225450110,-,11501
ENSG00000036448.5,MYOM2,protein_coding,chr8,1993155,2113475,+,7062
ENSG00000036473.6,OTC,protein_coding,chrX,38211798,38280703,+,1585
ENSG00000036530.4,CYP46A1,protein_coding,chr14,100150641,100193638,+,9354
ENSG00000036549.8,ZZZ3,protein_coding,chr1,78028101,78149104,-,9008
ENSG00000036565.10,SLC18A1,protein_coding,chr8,20002366,20040717,-,3910
ENSG00000036672.11,USP2,protein_coding,chr11,119225925,119252436,-,4538
ENSG00000036828.9,CASR,protein_coding,chr3,121902530,122005342,+,5390
ENSG00000037042.8,TUBG2,protein_coding,chr17,40811323,40819024,+,2772
ENSG00000037241.3,RPL26L1,protein_coding,chr5,172385732,172396774,+,1164
ENSG00000037280.11,FLT4,protein_coding,chr5,180028506,180076624,-,8849
ENSG00000037474.10,NSUN2,protein_coding,chr5,6599352,6633404,-,5506
ENSG00000037637.6,FBXO42,protein_coding,chr1,16573334,16678949,-,8984
ENSG00000037749.7,MFAP3,protein_coding,chr5,153418466,153600038,+,7213
ENSG00000037757.9,MRI1,protein_coding,chr19,13875346,13885096,+,3456
ENSG00000037897.12,METTL1,protein_coding,chr12,58162254,58166576,-,2621
ENSG00000037965.4,HOXC8,protein_coding,chr12,54402832,54407570,+,3371
ENSG00000038002.4,AGA,protein_coding,chr4,178351924,178363657,-,2675
ENSG00000038210.9,PI4K2B,protein_coding,chr4,25162263,25280714,+,7332
ENSG00000038219.8,BOD1L1,protein_coding,chr4,13570362,13629347,-,15860
ENSG00000038274.12,MAT2B,protein_coding,chr5,162930120,162946342,+,5153
ENSG00000038295.3,TLL1,protein_coding,chr4,166794410,167025047,+,7522
ENSG00000038358.10,EDC4,protein_coding,chr16,67906926,67918406,+,6173
ENSG00000038382.13,TRIO,protein_coding,chr5,14143811,14532235,+,17500
ENSG00000038427.11,VCAN,protein_coding,chr5,82767284,82878122,+,14831
ENSG00000038532.10,CLEC16A,protein_coding,chr16,11038345,11276046,+,11944
ENSG00000038945.10,MSR1,protein_coding,chr8,15965387,16424999,-,7812
ENSG00000039068.14,CDH1,protein_coding,chr16,68771128,68869451,+,6154
ENSG00000039123.11,SKIV2L2,protein_coding,chr5,54603588,54721409,+,6578
ENSG00000039139.9,DNAH5,protein_coding,chr5,13690440,13944652,-,16475
ENSG00000039319.12,ZFYVE16,protein_coding,chr5,79703832,79775169,+,11461
ENSG00000039523.13,FAM65A,protein_coding,chr16,67552321,67580691,+,6730
ENSG00000039537.9,C6,protein_coding,chr5,41142336,41261540,-,4739
ENSG00000039560.9,RAI14,protein_coding,chr5,34656342,34832732,+,7702
ENSG00000039600.6,SOX30,protein_coding,chr5,157052687,157098488,-,3471
ENSG00000039650.5,PNKP,protein_coding,chr19,50364461,50371166,-,3531
ENSG00000039987.2,BEST2,protein_coding,chr19,12862516,12869272,+,2646
ENSG00000040199.14,PHLPP2,protein_coding,chr16,71671738,71758604,-,12493
ENSG00000040275.12,SPDL1,protein_coding,chr5,169010638,169031782,+,4777
ENSG00000040341.13,STAU2,protein_coding,chr8,74332604,74659943,-,8998
ENSG00000040487.8,PQLC2,protein_coding,chr1,19638820,19655794,+,2686
ENSG00000040531.10,CTNS,protein_coding,chr17,3539762,3564836,+,3398
ENSG00000040608.9,RTN4R,protein_coding,chr22,20228938,20270769,-,3339
ENSG00000040633.8,PHF23,protein_coding,chr17,7138347,7143041,-,2783
ENSG00000040731.6,CDH10,protein_coding,chr5,24487209,24645087,-,3660
ENSG00000040933.11,INPP4A,protein_coding,chr2,99061317,99210853,+,13202
ENSG00000041353.5,RAB27B,protein_coding,chr18,52385091,52562747,+,7432
ENSG00000041357.11,PSMA4,protein_coding,chr15,78832747,78841604,+,3839
ENSG00000041515.11,MYO16,protein_coding,chr13,109248500,109860355,+,8994
ENSG00000041802.6,LSG1,protein_coding,chr3,194361517,194393206,-,4818
ENSG00000041880.10,PARP3,protein_coding,chr3,51976361,51982883,+,2928
ENSG00000041982.10,TNC,protein_coding,chr9,117782806,117880536,-,8687
ENSG00000041988.11,THAP3,protein_coding,chr1,6684926,6695646,+,4072
ENSG00000042062.7,FAM65C,protein_coding,chr20,49202645,49308065,-,6009
ENSG00000042088.9,TDP1,protein_coding,chr14,90421283,90511106,+,6221
ENSG00000042286.10,AIFM2,protein_coding,chr10,71857979,71892690,-,5131
ENSG00000042304.6,C2orf83,protein_coding,chr2,228474806,228498036,-,2087
ENSG00000042317.12,SPATA7,protein_coding,chr14,88851268,88936694,+,6872
ENSG00000042429.6,MED17,protein_coding,chr11,93517393,93547861,+,10773
ENSG00000042445.9,RETSAT,protein_coding,chr2,85569211,85581743,-,4264
ENSG00000042493.11,CAPG,protein_coding,chr2,85621871,85645555,-,2607
ENSG00000042753.7,AP2S1,protein_coding,chr19,47341393,47354249,-,1704
ENSG00000042781.8,USH2A,protein_coding,chr1,215796236,216596738,-,20584
ENSG00000042813.3,ZPBP,protein_coding,chr7,49890017,50160925,-,2643
ENSG00000042832.7,TG,protein_coding,chr8,133879203,134147147,+,11132
ENSG00000042980.8,ADAM28,protein_coding,chr8,24151553,24216531,+,9351
ENSG00000043039.5,BARX2,protein_coding,chr11,129245835,129322171,+,4411
ENSG00000043093.9,DCUN1D1,protein_coding,chr3,182655862,182703741,-,8412
ENSG00000043143.16,PHF15,protein_coding,chr5,133860003,133918918,+,9873
ENSG00000043355.6,ZIC2,protein_coding,chr13,100634026,100639018,+,3301
ENSG00000043462.7,LCP2,protein_coding,chr5,169673241,169725231,-,7231
ENSG00000043514.11,TRIT1,protein_coding,chr1,40306723,40349183,-,3054
ENSG00000043591.4,ADRB1,protein_coding,chr10,115803806,115806667,+,2862
ENSG00000044012.3,GUCA2B,protein_coding,chr1,42619092,42621495,+,597
ENSG00000044090.4,CUL7,protein_coding,chr6,43005355,43021683,-,5628
ENSG00000044115.16,CTNNA1,protein_coding,chr5,137946656,138270723,+,8830
ENSG00000044446.7,PHKA2,protein_coding,chrX,18910418,19002716,-,9029
ENSG00000044459.10,CNTLN,protein_coding,chr9,17134980,17503921,+,11167
ENSG00000044524.6,EPHA3,protein_coding,chr3,89156674,89531284,+,6674
ENSG00000044574.7,HSPA5,protein_coding,chr9,127997132,128003609,-,3908
ENSG00000046604.8,DSG2,protein_coding,chr18,29078006,29128971,+,6190
ENSG00000046647.9,GEMIN8,protein_coding,chrX,14026398,14048012,-,2424
ENSG00000046651.10,OFD1,protein_coding,chrX,13752832,13787480,+,5212
ENSG00000046653.10,GPM6B,protein_coding,chrX,13789150,13956757,-,5675
ENSG00000046774.9,MAGEC2,protein_coding,chrX,141290131,141293076,-,1991
ENSG00000046889.14,PREX2,protein_coding,chr8,68864353,69149265,+,12058
ENSG00000047056.10,WDR37,protein_coding,chr10,1095478,1178237,+,5656
ENSG00000047188.11,YTHDC2,protein_coding,chr5,112849380,112930982,+,10816
ENSG00000047230.10,CTPS2,protein_coding,chrX,16606126,16731059,-,5510
ENSG00000047249.12,ATP6V1H,protein_coding,chr8,54628117,54756118,-,5090
ENSG00000047315.10,POLR2B,protein_coding,chr4,57843888,57897334,+,5901
ENSG00000047346.8,FAM214A,protein_coding,chr15,52873514,53002014,-,7755
ENSG00000047365.7,ARAP2,protein_coding,chr4,35949843,36246131,-,12428
ENSG00000047410.9,TPR,protein_coding,chr1,186280784,186344825,-,12350
